name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,affiliated_committee_name,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
MERRILL COOK FOR SENATE COMMITTEE,"{2010,2012}",CAMILLE SANDERS COOK,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,UT,C00480517,{S0UT00199},2010-04-07,2012-04-06,2010-05-10
GENE EDWARD SCOTT II  (COMMITTEE),"{2016,2018}",GENE EDWARD SCOTT II,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00628131,{S6AZ00407},2016-10-25,2017-03-16,2016-12-01
BETTS FOR US SENATE COMMITTEE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",FRANK A RAY,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OH,C00116822,{S0OH00026},1979-12-07,1996-05-15,1979-12-07
TAYLOR FOR U.S. SENATE CAMPAIGN,"{1978,1980,1982}",ROBERT DEAN TIMMONS,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AL,C00098327,{S8AL00118},1978-06-22,1983-10-19,1978-06-22
WEGNER FOR SENATE,"{2004,2006}",MICHAEL S MATHEWS,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NV,C00391433,{S4NV00148},2003-10-14,2005-02-28,2003-10-14
CAMPBELL FOR COLORADO,"{2004,2006,2008,2010,2012,2014,2016}",DR THOMAS READY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CO,C00384610,{S0CO00120},2003-01-18,2016-11-01,2007-02-07
RAYBOULD FOR US SENATE,"{2018,2020}","CASS, KEVIN",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,NE,C00654822,{S8NE00182},2017-09-01,2019-07-15,2019-04-15
DAVID SMITH FOR SENATE COMMITTEE,{2006},CANDICE PEACE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OH,C00421412,{S6OH00189},2006-03-20,2006-07-31,2006-03-20
FRIENDS OF JIM MOSS,{2018},SUSAN HULSEY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AZ,C00652313,{S8AZ00155},2017-07-31,2018-02-07,2018-01-09
FRIENDS OF BILL CABANISS,"{1988,1990,1992,1994,1996,1998}",LEE J STYSLINGER JR,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AL,C00234849,{S8AL00266},1988-12-09,1998-05-26,1990-09-24
PERPER FOR SENATE COMMITTEE '76,"{1976,1978,1980}","KATHRINE A. TURRISI, TREASURER",S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VA,C00039743,{S6VA00036},1976-03-16,1979-04-04,1976-03-16
ALL THE WAY WITH LTK,"{1980,1982}",SANDY RICHARDSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,GA,C00120394,{S0GA00096},1980-02-04,1980-07-21,1980-02-04
SOUTH DAKOTANS FOR MCGOVERN COMMITTEE,{1980},"MUENSTER, TED",S,Senate,T,A,Authorized by a candidate,,,MCGOVERN CAMPAIGN COMMITTEE,DEM,DEMOCRATIC PARTY,SD,C00135996,{S0SD00021},1980-09-22,1981-02-06,1980-09-22
GOV. CLIFF FINCH FOR UNITED STATES SENATE,"{1978,1980,1982}","HOWARD D. CLARK, M.D.",S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MS,C00091173,{S8MS00121},1978-03-31,1981-11-04,1978-08-28
PRISCILLA LORD FARIS VOLUNTEER COMMITTEE,"{2008,2010}",WAYNE FARIS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MN,C00453621,{S8MN00495},2008-08-05,2009-04-14,2008-08-05
CHADWICK FOR US SENATE,"{2010,2012,2014}",MICHAEL L CHADWICK,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,ID,C00483156,{S4ID00067},2010-05-11,2014-01-02,2013-12-27
FERRARO FOR SENATE '98,"{1998,2000,2002,2004,2006}",ADDIE GUTTAG,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NY,C00332601,{S2NY00119},1998-01-15,2005-08-02,1998-04-27
BENEDICT FOR U S SENATE,"{1994,1996,1998}","MR B C ""SCOOTER"" CLIPPARD",S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TN,C00285650,{S4TN00179},1993-11-19,1998-06-02,1998-03-09
DR JIM TRINITY FOR U S SENATE,{1992},CATHERINE R ARCHER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00251967,{S2CA00369},1991-05-10,1993-06-18,1992-05-26
CARLOS LOPEZ-CANTERA FOR SENATE,"{2016,2018}",PAUL KILGORE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00581835,{S6FL00343},2015-07-22,2017-01-05,2015-07-22
MIKE GEORGE FOR US SENATE,{2010},JACQUELINE GEORGE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TX,C00464891,{S0TX00183},2009-07-30,2010-06-08,2010-02-17
KEVIN BURNS 4 US SENATE,"{2010,2012,2014}",ROB FLINT,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,FL,C00459420,{S0FL00346},2009-02-05,2014-11-21,2009-07-01
BARON HILL FOR INDIANA,"{2016,2018,2020}",JANICA KYRIACOPOULOS,S,Senate,Q,P,Principal campaign committee,,,HOOSIERS FOR COMMON SENSE,DEM,DEMOCRATIC PARTY,DC,C00578880,{S0IN00061},2015-06-03,2019-07-13,2016-04-15
MAKE INDIANA FREE WITH KYLE STONE,"{2018,2020}",KIEL RICHARD STONE,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IN,C00641506,{S8IN00155},2017-05-19,2017-06-19,2017-05-19
DEL BECCARO FOR SENATE,"{2016,2018}",KELLY LAWLER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00573238,{S6CA00683},2015-02-23,2017-01-26,2016-01-29
PEABODY FOR U S SENATE,"{1986,1988}",RICHARD W LEONARD,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NH,C00206888,{S6NH00026},1986-05-16,1988-02-12,1986-05-16
CORRINE BROWN FOR US SENATE EXPLORATORY COMMITTEE,{2010},PATRICIA CLARK TAYLOR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,FL,C00466276,{S0FL00403},2009-08-28,2010-05-18,2009-08-28
BLACKBURN FOR SENATE COMMITTEE,{1980},RITA DUNN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,GA,C00118760,{S2CA00468},1980-01-08,1980-03-24,1980-01-08
TOM HECK FOR U.S. SENATE,"{2018,2020}",THOMAS STUART HECK,S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,NV,C00671065,{},2018-02-14,2019-07-11,2018-02-14
MARTIN HEINRICH FOR SENATE,"{2008,2010,2012,2014,2016,2018,2020}","BORREGO, VALERIE J",S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NM,C00434563,"{H8NM01224,S2NM00088}",2007-04-27,2019-07-15,2018-07-27
WARNER FOR U.S. SENATE,"{1978,1980,1982,1984,1986}",HERBERT H. ANDERSON,S,Senate,T,A,Authorized by a candidate,,,,REP,REPUBLICAN PARTY,VA,C00102129,{S8VA00107},1978-08-24,1985-04-19,1979-05-16
FRIENDS OF CHRIS MCDANIEL,"{2014,2016,2018}","CONRAD, RICHARD",S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MS,C00550657,{S4MS00120},2013-10-22,2015-07-08,2014-09-30
GRAYSON FOR SENATE COMMITTEE,{2016},LINDA BURROUGHS,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,GA,C00600759,{S4GA11236},2015-12-28,2016-10-19,2016-03-07
RHETT SMITH FOR U S SENATE CAMPAIGN COMMITTEE,"{2008,2010}",RHETT R SMITH,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,TX,C00440917,{S8TX00236},2007-11-08,2009-07-09,2007-11-08
FRIENDS OF PAUL GANN COMMITTEE (GENERAL),"{1980,1982}",JOHN H HODGSON II,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00130559,{S0CA00058},1980-06-27,1982-01-25,1980-06-27
JOSUE LAROSE FOR UNITED STATES SENATE 2020,"{2018,2020}","LAROSE, JOSUE DR.",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,AZ,C00689927,{S0AZ00343},2018-10-19,2019-07-16,2019-07-16
COUNCILMAN WALT ATKINS FOR UNITED STATES SENATE,{1986},STANLEY J HERRIMAN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NC,C00202226,{S6NC00100},1986-02-04,1987-01-02,1986-02-04
DAVID CHRISTIAN FOR U S SENATE,"{2012,2014,2016,2018,2020}",NANCY H WATKINS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,PA,C00500116,{S2PA00216},2011-08-02,2019-07-05,2011-10-13
RICK NORIEGA FOR TEXAS,"{2008,2010,2012,2014}",BETTE JOHN,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,TX,C00436659,{S8TX00202},2007-07-11,2014-11-21,2008-06-13
ANDY UNANUE FOR US SENATE INC,"{2008,2010}",RONALD GRAVINO,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00449215,{S8NJ00400},2008-04-01,2009-03-05,2008-04-01
CHUCK KOZAK FOR U. S. SENATE,"{2010,2012,2014}",PAUL KILGORE,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NV,C00464966,{S0NV00187},2009-08-05,2013-02-20,2009-09-04
STONER FOR SENATE COMMITTEE,"{1980,1982}",MARCIA HUDSON BROWN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IA,C00109645,{S0IA00010},1979-05-04,1981-06-19,1980-05-28
FRIENDS OF DOUG COFRIN,"{1980,1982}",JOAN A STICHMANN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WI,C00112987,{S0WI00023},1979-08-27,1981-12-22,1979-08-27
FRIENDS OF TILLEY FOR U S SENATE,"{2004,2006}",JOHN CLEVELAND NORTON,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NV,C00385310,{S4NV00122},2003-02-10,2006-02-01,2003-11-10
COMMITTEE TO ELECT WINNIE WALSH US SENATOR,"{2000,2002}",MARY L LOCOCO,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,GA,C00361329,{S0GA00260},2000-08-24,2001-02-23,2001-01-16
OBERWEIS FOR US SENATE 2004 INC,"{2004,2006,2008}",JOSEPH M WIEGAND,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00388231,{S2IL00119},2003-07-07,2007-04-13,2005-07-18
COMMITTEE TO ELECT WILLIAM G BARNES TO THE UNITED STATES SENATE,"{2010,2012}",WILLIAM G BARNES,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AL,C00485490,{S0AL00164},2010-06-24,2011-02-24,2010-08-20
TERRELL FOR SENATE,"{2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}",JUSTIN SCHMIDT,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,LA,C00380212,{S2LA00077},2002-07-16,2019-08-01,2006-04-13
ILLINOIS REPUBLICANS FOR ANDY MARTIN,"{2004,2006}",ANDY MARTIN,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00392910,{S4IL00362},2003-11-21,2005-12-12,2003-11-21
LOWERY FOR US SENATE,{2010},SUE HAMILTON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IL,C00465484,{S0IL00287},2009-08-14,2010-08-03,2009-08-14
CAMPBELL FOR US SENATE,{2010},KIRK ALAN PESSNER,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00473892,{S2CA00351},2010-01-13,2011-02-14,2010-01-13
ORLY FOR SENATE,"{2004,2006}",SCOTT ERVIN CPA,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,SC,C00394924,{S4SC00158},2004-01-16,2005-07-07,2004-01-16
ELAINE MARSHALL COMMITTEE,"{2010,2012}",THOMAS M MILLS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NC,C00466763,{S2NC00075},2009-09-11,2011-08-04,2010-10-13
ZUPAN FOR US SENATE LLC,"{2018,2020}",RICHARD MORTON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VT,C00684241,{S8VT00141},2018-07-27,2019-03-20,2018-07-27
VOTE MARTIN DEL RIO,"{2018,2020}",MARTIN DEL RIO,S,Senate,Q,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IN,C00658781,{S8IN00205},2017-10-17,2017-11-20,2017-10-17
HUTTO FOR US SENATE,"{2014,2016}",REBEKAH F DURR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,SC,C00560789,{S4SC00364},2014-03-31,2016-10-13,2014-03-31
PATRIOTS4SACCONE,{2018},VIKTORIYA NIKOLAEVNA,S,Senate,T,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,PA,C00632273,{S8PA00239},2017-01-30,2018-02-07,2017-01-30
FRIENDS OF CLAUDINE,"{1980,1982,1984,1986,1988,1990,1992,1994,1996}",JOHN CONFORTI,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,RI,C00118315,"{H8RI02041,S0RI00018}",1979-12-04,1997-02-14,1990-06-29
DUHAIME FOR SENATE,{1996},FRANK L PONDELICK,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NJ,C00304071,{S6NJ00149},1995-07-07,1997-03-28,1995-07-07
BROWN FOR SENATOR COMMITTEE,{1980},K BROWN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OR,C00126045,{S0OR00063},1980-04-14,1980-07-18,1980-04-19
MONAHAN FOR US SENATE COMMITTEE,{1994},WILLIAM F SPEIER III CPA,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,PA,C00281592,{S4PA00030},1993-05-19,1994-04-22,1993-12-27
COMMITTEE TO ELECT BRIAN MCGEE,"{2018,2020}","MCGEE, BRIAN",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,AL,C00641357,{S8AL00399},2017-05-23,2017-08-03,2017-05-23
BUFORD JOHNSON FOR U S SENATE,{1994},JAMES B JOHNSON,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MN,C00291849,{S4MN00254},1994-03-30,1994-12-06,1994-12-06
CAROLINE FAYARD FOR US SENATE,"{2016,2018}",RAVI SANVIGETTY,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,LA,C00608851,{S6LA00334},2016-02-05,2017-11-29,2016-07-21
SHAWN RICHARD O'HARA/U S SENATE,"{1994,1996}",ALAN WEBSTER,S,Senate,A,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,MS,C00287235,{S4MS00062},1994-01-10,1994-01-10,1994-01-10
BRIAN DUBIE FOR SENATE EXPLORATORY COMMITTEE,{2006},KATE MITCHELL,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VT,C00414847,{S6VT00129},2005-09-14,2006-01-31,2005-09-14
JUAN VASQUEZ MD FOR AZ-US SENATE 2020,{2020},"VASQUEZ, JUAN ANGEL MD",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,AZ,C00699975,{S0AZ00368},2019-03-22,2019-03-22,2019-03-22
AKINYEMI AGBEDE FOR UNITED STATES SENATE 2012,"{2012,2014,2016,2018}",AKINYEMI AGBEDE,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00495192,{S2FL00235},2011-04-12,2018-04-26,2011-04-12
GAAR FOR U.S. SENATE COMMITTEE,"{1978,1980}",DAVID H. BARCLAY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,KS,C00086058,{S8KS00060},1978-01-30,1981-07-06,1978-05-13
"BYRNE FOR SENATE, INC.",{2020},J ASHLEY NEWMAN,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AL,C00697417,{S0AL00206},2019-02-21,2019-07-15,2019-02-21
JOYCE P LEA U S SENATE MISSOURI 1998 CANDIDATE COMMITTEE,"{1998,2000}",JOYCE P LEA,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MO,C00338723,{S6MO00214},1998-07-20,2000-06-29,1998-07-20
STEIN FOR SENATOR COMMITTEE,"{1976,1978,1980,1982}","IRVING FELD, TREA.",S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NY,C00033233,{S6NY00128},1976-01-21,1981-12-21,1976-03-23
THERESA GREENFIELD FOR IOWA,{2020},"KEHOE, THERESA L",S,Senate,Q,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,IA,C00708164,{S0IA00176},2019-06-03,2019-07-15,2019-06-03
KNIGHT FOR US SENATE,"{2008,2010}",FRANKLIN RANDOLPH KNIGHT JR,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,GA,C00435586,{S8GA00115},2007-05-29,2010-01-22,2007-06-01
CORY BOOKER FOR SENATE,"{2014,2016,2018,2020}","KOBLER, SCOTT",S,Senate,Q,P,Principal campaign committee,,,BOOKER SENATE VICTORY,DEM,DEMOCRATIC PARTY,DC,C00540500,{S4NJ00185},2013-01-08,2019-09-03,2017-03-21
CAMPAIGNE FOR US SENATE,"{1980,1982}",,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NH,C00108936,{S0NH00011},1979-04-09,1982-04-26,1981-04-13
MATT BROWN FOR US SENATE,"{2006,2008}",TIM PATTERSON,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,RI,C00409722,{S6RI00213},2005-02-16,2008-04-30,2007-10-05
FRIENDS OF MIKE H,"{2012,2014,2016,2018,2020}",NANCY H WATKINS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,FL,C00492231,{S2FL00193},2011-01-11,2019-07-10,2011-02-18
PATE FOR SENATE,{2016},JESS BRANDEL JOHNSON,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,GA,C00611483,{S6GA00192},2016-03-01,2016-03-31,2016-03-01
STRANGE FOR SENATE,"{2016,2018,2020}",J ASHLEY NEWMAN,S,Senate,Q,P,Principal campaign committee,,,STRANGE VICTORY COMMITTEE,REP,REPUBLICAN PARTY,AL,C00629451,{S8AL00308},2016-12-01,2019-07-15,2017-08-04
CURREY FOR SENATE COMMITTEE,{1994},JONATHAN POLAK,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,TX,C00287821,{S4TX00367},1994-01-24,1994-06-23,1994-01-24
FRIENDS OF TOM STRICKLAND INC,"{1996,1998,2000,2002}",CHRISTOPHER W ROMER,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,CO,C00305961,{S6CO00135},1995-09-07,2001-01-31,1995-09-07
NIKOLAY NIKOLAYEVICH BEY FOR SENATE,"{2018,2020}",ASHLEY JACKSON,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MN,C00661991,{S4MN00338},2017-11-29,2018-07-16,2018-06-06
OWEN4USSENATE,"{2018,2020}","OWEN, WILLIAM TIMOTHY",S,Senate,Q,P,Principal campaign committee,,,NONE,REP,REPUBLICAN PARTY,WA,C00683946,{S8WA00335},2018-07-27,2018-07-27,2018-07-27
TEXANS FOR FISHER INC,"{1994,1996,1998}",JAMES N HOWARD,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,TX,C00279711,{S4TX00128},1993-02-01,1997-10-03,1993-02-01
MARVIN SCOTT FOR U S SENATE,"{2004,2006}",FRANK L MUZZILLO,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,IN,C00385963,{S4IN00071},2003-04-04,2005-11-01,2003-04-04
HAGAN FOR US SENATE INC,"{2008,2010,2012,2014,2016}",DWIGHT M DAVIDSON III,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NC,C00457622,{S8NC00239},2008-12-01,2016-03-24,2015-08-21
CINDY HYDE-SMITH FOR US SENATE,"{2018,2020}","OZANUS, WILLIAM K.",S,Senate,Q,P,Principal campaign committee,,,HYDE-SMITH VICTORY FUND,REP,REPUBLICAN PARTY,MS,C00675348,{S8MS00261},2018-04-03,2019-07-15,2019-06-19
CORZINE 2002 VICTORY FUND,"{2002,2004}",NANCY DUNLAP,S,Senate,T,J,Joint fundraising committee,,,,DEM,DEMOCRATIC PARTY,NJ,C00379818,"{S0MO00159,S4IA00020,S6GA00127,S6SD00051,S8NJ00327}",2002-06-25,2003-03-21,2002-06-25
HUCKABEE UNITED STATES SENATE ELECTION COMMITTEE,"{1992,1994}",PRISSY HICKERSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AR,C00260778,{S2AR00032},1992-02-21,1993-09-03,1993-01-08
TOM FOGARTY FOR THE U S SENATE,"{1980,1982}",BEATRICE HASSETT,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NY,C00142398,{S2NY00010},1981-06-03,1981-06-26,1981-06-03
CITIZENS FOR ROD MONROE,"{1986,1988,1990,1992,1994,1996}",BILLIE F. MONROE,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,OR,C00202333,{S6OR00029},1986-02-03,1995-06-23,1986-02-03
COLEMAN FOR SENATE,"{2010,2012,2014,2016}",BRYAN JEFFREY,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,AR,C00461871,{S0AR00036},2009-05-05,2016-02-22,2010-06-07
MERVPAC-MERVIN EVANS FOR US SENATE 2016,"{2014,2016,2018}",MERVIN EVANS,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CA,C00570267,{S4CA00191},2014-10-28,2018-04-26,2014-10-28
FIEGEN FOR US SENATE,{2010},ALICE LOPEZ,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IA,C00466375,{S0IA00119},2009-09-04,2010-08-17,2009-09-04
SHARYN ELANDER FOR US SENATE,"{2012,2014,2016,2018}",SHARYN ELANDER,S,Senate,A,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,NE,C00515957,{S2NE00128},2012-03-14,2017-07-26,2012-04-19
MJ FOR TEXAS,"{2018,2020}","REISER, ADAM",S,Senate,Q,P,Principal campaign committee,,,MJ VICTORY FUND,DEM,DEMOCRATIC PARTY,TX,C00649350,"{H8TX31058,S0TX00233}",2017-07-05,2019-08-23,2019-08-23
JOHN SCHIESS FOR US SENATE,"{2012,2014,2016,2018,2020}",JOHN SCHIESS,S,Senate,Q,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WI,C00497925,{S2WI00193},2011-06-16,2011-06-16,2011-06-16
COMMITTEE TO REELECT SENATOR HATHAWAY,"{1978,1980}",,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,ME,C00076208,{S8ME00015},1977-02-15,1979-10-15,1978-10-10
MICHAEL BUNKER FOR MAINE,{2020},"BUNKER, MICHAEL PHILLIP MR",S,Senate,T,P,Principal campaign committee,,,NONE,DEM,DEMOCRATIC PARTY,ME,C00710087,{S0ME00061},2019-06-25,2019-07-03,2019-07-02
STRICKLAND FOR COLORADO INC,"{2002,2004}",ALAN SCHWARTZ,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,CO,C00368175,{S6CO00135},2000-07-26,2004-06-01,2002-07-03
DANIEL K AKAKA FOR U S SENATE,"{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994}",GEORGE H LUMSDEN,S,Senate,T,A,Authorized by a candidate,,,,DEM,DEMOCRATIC PARTY,HI,C00054528,"{H6HI02046,S0HI00084}",1976-05-13,1994-11-04,1991-11-04
MCCULLOCH FOR SENATE,{2012},KEVIN LARSEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,MI,C00499764,{S2MI00201},2011-07-21,2011-09-15,2011-07-21
RAY THORNTON CAMPAIGN FUND; THE,"{1978,1980}",JOY GREER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AR,C00082933,{S8AR00013},1977-11-22,1979-04-04,1978-01-31
FRIENDS OF ROBERT KENNEDY JR,{2018},ROBERT KENNEDY JR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,AL,C00640557,{S8AL00365},2017-05-10,2018-02-14,2017-05-10
COMMITTEE TO ELECT MCALEER,{1982},ARTHUR L GOLDMAN,S,Senate,A,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,NJ,C00156018,{S2NJ00130},1982-05-03,1982-05-03,1982-05-03
LAWTON CHILES CAMPAIGN COMMITTEE,"{1982,1984,1986,1988,1990,1992}",JAMES F HEEKIN JR,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,FL,C00154674,{S6FL00012},1982-04-27,1991-08-30,1986-04-07
NAPOLEON FOR ILLINOIS,"{2016,2018,2020}",NOSA EHIMWENMAN,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,IL,C00591453,{S6IL00342},2015-11-02,2019-03-20,2015-11-02
RICHARDS 2006 COMMITTEE,"{2006,2008}",PAUL RICHARDS,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,MT,C00413153,{S6MT00170},2005-07-12,2007-03-06,2005-07-12
EVSLIN IN 80,"{1980,1982,1984}",ROBERT J HOLDEN,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,VT,C00113787,{S0VT00023},1979-09-25,1983-06-30,1981-02-19
GRIFFIN JONES FOR US SENATE,{2018},TIMOTHY JOHN DAVID WILSON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,WI,C00664227,{S8WI00232},2017-12-21,2018-10-12,2018-01-06
ROBB FOR THE SENATE,"{1988,1990,1992,1994,1996,1998,2000,2002,2004,2006}",THOMAS J LEHNER,S,Senate,T,P,Principal campaign committee,,,,DEM,DEMOCRATIC PARTY,DC,C00221242,{S8VA00156},1988-01-14,2005-01-18,2002-04-09
PEMBERTON FRIENDS' COMMITTEE,{1986},DR WM H PEMBERTON,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,CA,C00209106,{S6CA00386},1986-07-21,1986-07-21,1986-07-21
BECKJORD FOR US SENATE,{1982},KROGER PETTENGILL,S,Senate,T,P,Principal campaign committee,,,,REP,REPUBLICAN PARTY,OH,C00144717,{S2OH00022},1981-09-08,1983-06-17,1981-09-08
